"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","description","gene_biotype","Status","Regulated_Biotype"
"ENSG00000067606",560.933810219295,1.0574931823853,0.132292280040921,7.99361219005523,1.31041523712378e-15,1.52090951827964e-14,"PRKCZ","protein kinase C zeta [Source:HGNC Symbol;Acc:HGNC:9412]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000073754",16.2885825500387,1.98566733116023,0.247183934790755,8.03315689929901,9.49960565930571e-16,1.11805905669875e-14,"CD5L","CD5 molecule like [Source:HGNC Symbol;Acc:HGNC:1690]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000075461",117.684286489468,1.01519976158071,0.207509615081634,4.89230227322877,9.96632217709929e-07,3.3603993643241e-06,"CACNG4","calcium voltage-gated channel auxiliary subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:1408]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000076826",192.289634199271,1.08428042368135,0.161139505500711,6.72883052676714,1.71032114740103e-11,1.1658818138279e-10,"CAMSAP3","calmodulin regulated spectrin associated protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29307]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000076864",404.504366970472,1.0139620920614,0.164598124142604,6.16022872279476,7.2639951077913e-10,3.90549915413547e-09,"RAP1GAP","RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000078070",549.92188176639,1.05105708421863,0.0785488819639605,13.3809299119098,7.81632984178918e-41,1.27992401159298e-38,"MCCC1","methylcrotonyl-CoA carboxylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:6936]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000078081",2427.7741605235,2.09708426757095,0.216232470735225,9.69828564803668,3.06606881222814e-22,7.96384942348568e-21,"LAMP3","lysosomal associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:14582]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000078725",27.9865078297941,1.60935526529907,0.255644653777669,6.2952823050182,3.06840908841915e-10,1.74502011766835e-09,"BRINP1","BMP/retinoic acid inducible neural specific 1 [Source:HGNC Symbol;Acc:HGNC:2687]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000080293",150.718034734278,1.01691630243231,0.221082074227422,4.59972300326002,4.23053095154384e-06,1.29249541239116e-05,"SCTR","secretin receptor [Source:HGNC Symbol;Acc:HGNC:10608]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000080618",143.198237921273,1.63783096916483,0.3749117620008,4.36857718313285,1.25058619936197e-05,3.5783629807005e-05,"CPB2","carboxypeptidase B2 [Source:HGNC Symbol;Acc:HGNC:2300]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000081479",169.524364806412,1.98444142695997,0.219481334441782,9.04150429013523,1.54530396907731e-19,2.9172937711967e-18,"LRP2","LDL receptor related protein 2 [Source:HGNC Symbol;Acc:HGNC:6694]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000084453",26.6599019174119,3.54864584441115,0.505430664761176,7.02103392576693,2.2023236611678e-12,1.70405783027698e-11,"SLCO1A2","solute carrier organic anion transporter family member 1A2 [Source:HGNC Symbol;Acc:HGNC:10956]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000084710",75.5673761692639,1.17793295602733,0.124370556439956,9.47115611399569,2.76763307177678e-21,6.39484543348424e-20,"EFR3B","EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000085265",884.862734854305,1.04253201297326,0.168471156699279,6.18819288356985,6.08578354024839e-10,3.31941814025496e-09,"FCN1","ficolin 1 [Source:HGNC Symbol;Acc:HGNC:3623]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000085831",181.7164464661,1.22909447754926,0.155430521798749,7.90767774131703,2.62234576407374e-15,2.91124826350559e-14,"TTC39A","tetratricopeptide repeat domain 39A [Source:HGNC Symbol;Acc:HGNC:18657]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000088053",9.25408280896005,1.44831499536926,0.200814546138925,7.21220162192489,5.5054373410231e-13,4.61030647818305e-12,"GP6","glycoprotein VI platelet [Source:HGNC Symbol;Acc:HGNC:14388]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000088827",971.756984737111,1.11691398878346,0.156223126682509,7.14947916164396,8.71077699824639e-13,7.13582683407188e-12,"SIGLEC1","sialic acid binding Ig like lectin 1 [Source:HGNC Symbol;Acc:HGNC:11127]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000088926",44.3525401206168,1.97069567383201,0.311126922735657,6.33405703532244,2.38797172953593e-10,1.38631191157838e-09,"F11","coagulation factor XI [Source:HGNC Symbol;Acc:HGNC:3529]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000090530",524.125833550367,1.31492440379569,0.149560484943532,8.79192391153417,1.47020329763651e-18,2.45006777421394e-17,"P3H2","prolyl 3-hydroxylase 2 [Source:HGNC Symbol;Acc:HGNC:19317]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000091583",27.5865556625861,1.72685765451187,0.286695675710611,6.02331252549114,1.70883021492567e-09,8.71480270408097e-09,"APOH","apolipoprotein H [Source:HGNC Symbol;Acc:HGNC:616]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000092621",281.428174820313,1.1818563492467,0.1344295691588,8.79163979057753,1.47392682446672e-18,2.45355885199902e-17,"PHGDH","phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000095713",474.464928758859,2.41361048312317,0.228550261104059,10.5605238491688,4.54120414663486e-26,1.70182190221528e-24,"CRTAC1","cartilage acidic protein 1 [Source:HGNC Symbol;Acc:HGNC:14882]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000099194",4580.19620837701,1.85315196002393,0.193225786160722,9.59060380524219,8.75710153985981e-22,2.16626822164184e-20,"SCD","stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000099769",10.26009197472,1.06670055936075,0.19481298566387,5.4755105555501,4.36251955152997e-08,1.79174910152124e-07,"IGFALS","insulin like growth factor binding protein acid labile subunit [Source:HGNC Symbol;Acc:HGNC:5468]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000099954",167.586403576697,1.00864744135877,0.139328363999254,7.23935466122441,4.50824700848102e-13,3.83061145982891e-12,"CECR2","CECR2 histone acetyl-lysine reader [Source:HGNC Symbol;Acc:HGNC:1840]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000099994",1587.96855321791,1.41826886301897,0.167033843240398,8.49090720482177,2.05030235882065e-17,3.01050731341452e-16,"SUSD2","sushi domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30667]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000100024",22.5884668628654,1.56663759711004,0.180430377653453,8.68278178810354,3.86204888845732e-18,6.16332272294592e-17,"UPB1","beta-ureidopropionase 1 [Source:HGNC Symbol;Acc:HGNC:16297]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000100033",10.7878310787478,1.55727129347692,0.305448840425464,5.09830481368919,3.42708657478376e-07,1.24108315502686e-06,"PRODH","proline dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:9453]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000100078",43.9516301748337,1.98092486986063,0.194975071376871,10.159887907063,2.99420491615747e-24,9.51639178521356e-23,"PLA2G3","phospholipase A2 group III [Source:HGNC Symbol;Acc:HGNC:17934]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000100344",15.2016895660518,1.3762191056184,0.195455870965986,7.04107325513848,1.90764674087876e-12,1.49369533011115e-11,"PNPLA3","patatin like phospholipase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18590]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000101098",37.7636037270697,1.32408055641069,0.210822300410491,6.28055264472768,3.37371614677771e-10,1.90498627253396e-09,"RIMS4","regulating synaptic membrane exocytosis 4 [Source:HGNC Symbol;Acc:HGNC:16183]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000101162",61.7371041093586,2.23748526238451,0.31009484736479,7.21548674993742,5.37413935300791e-13,4.51038492217628e-12,"TUBB1","tubulin beta 1 class VI [Source:HGNC Symbol;Acc:HGNC:16257]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000101197",27.1345930081344,1.72999056210751,0.254774291739623,6.79028700382199,1.11910687740088e-11,7.83791032452082e-11,"BIRC7","baculoviral IAP repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:13702]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000101255",185.813482033439,1.66355282278297,0.111201819242146,14.9597626560455,1.34504879578551e-50,5.06579002712719e-48,"TRIB3","tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:16228]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000101280",28.2869597503245,1.04272439373537,0.201939774428276,5.1635414404492,2.42320903524851e-07,8.97165006537696e-07,"ANGPT4","angiopoietin 4 [Source:HGNC Symbol;Acc:HGNC:487]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000101417",415.704891192444,1.17795744438657,0.10729527215508,10.9786519082033,4.84093815142088e-28,2.21667882222357e-26,"PXMP4","peroxisomal membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15920]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000101425",19.6536480359476,1.47699758056863,0.270074234742889,5.46885778265643,4.52944991209965e-08,1.85777737342176e-07,"BPI","bactericidal permeability increasing protein [Source:HGNC Symbol;Acc:HGNC:1095]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000101916",240.680781868455,1.07002210896299,0.167574970729094,6.3853337065045,1.71024103468144e-10,1.01676326706693e-09,"TLR8","toll like receptor 8 [Source:HGNC Symbol;Acc:HGNC:15632]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000102104",24.6604142636148,2.45358118243533,0.308384769797821,7.95623332515388,1.77355799947817e-15,2.0226079683678e-14,"RS1","retinoschisin 1 [Source:HGNC Symbol;Acc:HGNC:10457]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000102683",52.9672478759288,1.12836972207359,0.206383520407928,5.4673440972579,4.56828699535152e-08,1.87268690027131e-07,"SGCG","sarcoglycan gamma [Source:HGNC Symbol;Acc:HGNC:10809]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000102837",39.7172209766442,4.19004350592672,0.41611747827202,10.0693763773788,7.54549899419749e-24,2.29642307772899e-22,"OLFM4","olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000102934",476.3258204878,1.49026922749781,0.16197396449305,9.20067142989362,3.5572000524774e-20,7.30098348645396e-19,"PLLP","plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000103811",6826.6913084854,1.1120329259654,0.140395392225808,7.92072238508256,2.36134631765702e-15,2.64095636789184e-14,"CTSH","cathepsin H [Source:HGNC Symbol;Acc:HGNC:2535]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000104267",371.435530767187,1.32722540649995,0.164304875111017,8.07782121865327,6.5934174399383e-16,7.95274889773183e-15,"CA2","carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000104918",92.8486776901193,1.25832535373349,0.250396817372139,5.02532487009758,5.02581022359392e-07,1.77398854307503e-06,"RETN","resistin [Source:HGNC Symbol;Acc:HGNC:20389]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000104972",363.581808479091,1.2067064736354,0.143906424640533,8.38535511287744,5.05728507664394e-17,7.11658366698725e-16,"LILRB1","leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6605]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000104974",96.8199819481405,1.89032676602211,0.144798585951673,13.0548703469591,5.96114316460613e-39,7.96997761932266e-37,"LILRA1","leukocyte immunoglobulin like receptor A1 [Source:HGNC Symbol;Acc:HGNC:6602]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000105048",15.5231735389821,1.73046772812052,0.269525420885503,6.42042491737965,1.35894484115176e-10,8.21529054251655e-10,"TNNT1","troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000105227",1057.17019491818,1.0530313278314,0.230359142754095,4.57125910107893,4.84802396189849e-06,1.46687047571803e-05,"PRX","periaxin [Source:HGNC Symbol;Acc:HGNC:13797]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000105501",6.79394603298912,2.00719011354765,0.223089214688045,8.99725303329608,2.3143570443611e-19,4.26232137815403e-18,"SIGLEC5","sialic acid binding Ig like lectin 5 [Source:HGNC Symbol;Acc:HGNC:10874]","lncRNA","Upregulated","Upregulated_lncRNA"
"ENSG00000105695",7.19249088749897,1.80684305771631,0.488244981000261,3.70068946538817,0.000215014470899047,0.000506598843305309,"MAG","myelin associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:6783]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000105707",189.157261009253,1.70343552670862,0.194426216633848,8.76134688109789,1.92931103761588e-18,3.16958241894038e-17,"HPN","hepsin [Source:HGNC Symbol;Acc:HGNC:5155]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000105852",164.701921013326,1.03835165348423,0.139897582515974,7.42222728091579,1.15166959163662e-13,1.06180553231369e-12,"PON3","paraoxonase 3 [Source:HGNC Symbol;Acc:HGNC:9206]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000106688",370.262796053282,1.02543964676088,0.161373071230756,6.35446570447027,2.0915230126949e-10,1.22697796675423e-09,"SLC1A1","solute carrier family 1 member 1 [Source:HGNC Symbol;Acc:HGNC:10939]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000107242",251.360253624129,1.05490579201253,0.128422963400622,8.21430812744678,2.13391000706914e-16,2.74998753263444e-15,"PIP5K1B","phosphatidylinositol-4-phosphate 5-kinase type 1 beta [Source:HGNC Symbol;Acc:HGNC:8995]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000107295",21.5450797189246,1.84233139020083,0.251732495755657,7.31860773346115,2.50556826943143e-13,2.1951406723996e-12,"SH3GL2","SH3 domain containing GRB2 like 2, endophilin A1 [Source:HGNC Symbol;Acc:HGNC:10831]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000107742",2144.31257850824,1.03439917809397,0.186412640702854,5.54897551042598,2.87348420858513e-08,1.20716786398034e-07,"SPOCK2","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2 [Source:HGNC Symbol;Acc:HGNC:13564]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000108576",1605.95110418575,1.33526456776927,0.409899617910441,3.25754040605378,0.00112382257573614,0.00232752091056709,"SLC6A4","solute carrier family 6 member 4 [Source:HGNC Symbol;Acc:HGNC:11050]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000109084",243.120500795624,1.77663576794691,0.113512648182132,15.6514344119281,3.24814897284391e-55,2.03889017816223e-52,"TMEM97","transmembrane protein 97 [Source:HGNC Symbol;Acc:HGNC:28106]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000109205",13.0912058315607,2.10575609441617,0.266546798489347,7.90013651017582,2.78598140005045e-15,3.07929638971093e-14,"ODAM","odontogenic, ameloblast associated [Source:HGNC Symbol;Acc:HGNC:26043]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000110203",25.1644107256028,1.86517241438765,0.250895050984049,7.43407415599533,1.05302886415893e-13,9.75638366454749e-13,"FOLR3","folate receptor gamma [Source:HGNC Symbol;Acc:HGNC:3795]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000111181",55.4701107588253,1.13400744173502,0.160224019769405,7.07763694461723,1.46633265392679e-12,1.16387257278225e-11,"SLC6A12","solute carrier family 6 member 12 [Source:HGNC Symbol;Acc:HGNC:11045]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000111412",1046.41993175864,1.10866871930357,0.097548718891646,11.3652822087294,6.22629193090173e-30,3.37406791147606e-28,"SPRING1","SREBF pathway regulator in golgi 1 [Source:HGNC Symbol;Acc:HGNC:26128]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000111863",141.002932643764,1.22549857196981,0.172994332911142,7.08403883148755,1.40012647169565e-12,1.11366976220142e-11,"ADTRP","androgen dependent TFPI regulating protein [Source:HGNC Symbol;Acc:HGNC:21214]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000112053",10.7358228906315,1.37354902808608,0.238593632501487,5.75685534305915,8.56952842178302e-09,3.90383869592262e-08,"SLC26A8","solute carrier family 26 member 8 [Source:HGNC Symbol;Acc:HGNC:14468]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000112232",37.9101455635172,1.07878438956688,0.173172235493277,6.22954589974535,4.67789091980419e-10,2.58614409933395e-09,"KHDRBS2","KH RNA binding domain containing, signal transduction associated 2 [Source:HGNC Symbol;Acc:HGNC:18114]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000112782",1401.5017575229,1.1416343421519,0.169641792334545,6.72967625749038,1.70040994058823e-11,1.16070121227738e-10,"CLIC5","chloride intracellular channel 5 [Source:HGNC Symbol;Acc:HGNC:13517]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000112972",1187.26293217402,1.29838637107512,0.110192596205176,11.782882115397,4.78291850556443e-32,3.23115099938691e-30,"HMGCS1","3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:HGNC Symbol;Acc:HGNC:5007]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000113303",31.0127960245808,1.66351292741821,0.236517409050607,7.03336356547978,2.0161311415842e-12,1.57210225921149e-11,"BTNL8","butyrophilin like 8 [Source:HGNC Symbol;Acc:HGNC:26131]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000113389",840.859279927959,1.37855815345842,0.187611757785324,7.3479304801133,2.01299141582365e-13,1.78386562819902e-12,"NPR3","natriuretic peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:7945]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000114113",10.2142492934461,1.90170267606412,0.292197191091052,6.50828527462308,7.60134635088433e-11,4.74768999900798e-10,"RBP2","retinol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9920]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000114378",568.231625795524,1.07226204548408,0.135964357073134,7.88634660264176,3.1116162212602e-15,3.42664461793018e-14,"HYAL1","hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:5320]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000114646",51.7607595838652,1.59038201459817,0.215703549428876,7.37299881624139,1.6683196947088e-13,1.49335925138372e-12,"CSPG5","chondroitin sulfate proteoglycan 5 [Source:HGNC Symbol;Acc:HGNC:2467]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000114812",2499.4644418952,1.23829086290731,0.27644163513074,4.479393497733,7.4855427530211e-06,2.20081384805353e-05,"VIPR1","vasoactive intestinal peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:12694]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000114854",233.000872096915,1.81936580162371,0.206860167732032,8.79514805373516,1.42859486843172e-18,2.38600683957027e-17,"TNNC1","troponin C1, slow skeletal and cardiac type [Source:HGNC Symbol;Acc:HGNC:11943]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000115008",37.4192812263718,1.77101850423525,0.25584459935886,6.92224306736736,4.44547603577986e-12,3.30558225464085e-11,"IL1A","interleukin 1 alpha [Source:HGNC Symbol;Acc:HGNC:5991]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000115009",103.927703068706,1.06688538026989,0.326160105080541,3.27104806397592,0.00107149697852107,0.00222741851544362,"CCL20","C-C motif chemokine ligand 20 [Source:HGNC Symbol;Acc:HGNC:10619]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000115361",221.775052906299,1.56660112766179,0.185691013757079,8.4366017286718,3.26697334215685e-17,4.70075963701938e-16,"ACADL","acyl-CoA dehydrogenase long chain [Source:HGNC Symbol;Acc:HGNC:88]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000115363",147.888814777456,1.04630401638513,0.149954700161663,6.97746729683786,3.00548748027245e-12,2.27869496176671e-11,"EVA1A","eva-1 homolog A, regulator of programmed cell death [Source:HGNC Symbol;Acc:HGNC:25816]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000115648",1511.57641860499,1.48449685744574,0.147060171067897,10.0944861322129,5.84363238850014e-24,1.80398200681874e-22,"MLPH","melanophilin [Source:HGNC Symbol;Acc:HGNC:29643]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000115756",1011.54229938161,1.22949154299294,0.0936759464704219,13.1249439084253,2.36958143546496e-39,3.46580041993007e-37,"HPCAL1","hippocalcin like 1 [Source:HGNC Symbol;Acc:HGNC:5145]","protein_coding","Upregulated","Upregulated_protein_coding"
"ENSG00000116133",5297.12835138729,1.26438391359383,0.161301570803797,7.8386336059417,4.55475429168124e-15,4.92587030898621e-14,"DHCR24","24-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2859]","protein_coding","Upregulated","Upregulated_protein_coding"
